ID,LabelName,x,y,Elevation
401,AA,586205.5568,3207096.664,2177
402,AA,586202.6011,3207101.074,2177
403,AA,586199.8212,3207108.034,2174
404,AA,586188.6453,3207091.33,2180
405,AA,586197.4531,3207073.002,2183
406,AA,586182.2138,3207078.539,2180
407,AA,586170.0251,3207106.038,2177
408,AA,586170.6772,3207110.032,2175
409,AA,586181.9368,3207115.546,2174
410,AA,586163.5223,3207128.815,2171
411,AA,586148.7494,3207137.126,2173
412,AA,586148.4634,3207149.312,2170
413,AA,586141.9531,3207147.048,2172
414,AA,586141.6829,3207157.129,2170
415,AA,586133.6658,3207160.947,2169
416,AA,586126.161,3207148.37,2171
417,AA,586120.7077,3207135.033,2173
418,AA,586121.8009,3207158.199,2169
419,AA,586121.3367,3207168.168,2169
420,AA,586120.4061,3207175.363,2166
421,AA,586110.0456,3207166.864,2167
422,AA,586108.8338,3207159.542,2167
423,AA,586111.4641,3207159.562,2167
424,AA,586107.3504,3207123.409,2169
425,AA,586122.0698,3207109.225,2169
426,AA,586126.5194,3207113.469,2171
427,AA,586153.1538,3207108.35,2175
428,AA,586159.2965,3207094.656,2175
429,AA,586225.5594,3207027.45,2190
430,AA,586222.2265,3207030.196,2191
431,AA,586227.5355,3207036.773,2191
432,AA,586216.212,3207013.751,2188
433,AA,586217.3193,3207008.995,2186
434,AA,586218.6839,3207008.895,2186
435,AA,586202.693,3206997.694,2183
436,AA,586200.4682,3206995.572,2182
437,AA,586181.0279,3206989.665,2183
438,AA,586176.8551,3207000.493,2182
439,AA,586189.9898,3207002.807,2185
440,AA,586198.8929,3207023.816,2186
441,AA,586193.8363,3207022.559,2185
442,AA,586184.1647,3207026.143,2185
443,AA,586176.2756,3207025.863,2184
444,AA,586175.1982,3207026.63,2184
445,AA,586174.117,3207014.877,2182
446,AA,586166.2644,3207035.76,2183
447,AA,586190.7081,3207050.015,2185
448,AA,586180.7584,3207051.714,2184
449,AA,586173.0799,3207049.329,2182
450,AA,586165.728,3207055.368,2180
451,AA,586173.9454,3207063.851,2180
452,AA,586172.0199,3207073.809,2178
453,AA,586167.2838,3207068.787,2180
454,AA,586159.7081,3207078.703,2174
455,AA,586153.8241,3207083.867,2174
456,AA,586137.9896,3207090.84,2170
457,AA,586136.8538,3207086.399,2170
458,AA,586132.538,3207077.281,2171
459,AA,586088.5349,3207099.113,2166
460,AA,586092.8822,3207104.021,2165
461,AA,586085.1236,3207099.309,2164
462,AA,586078.7066,3207097.599,2164
463,AA,586075.8674,3207099.461,2163
464,AA,586077.5086,3207101.468,2163
465,AA,586062.6337,3207097.368,2162
466,AA,586057.092,3207121.925,2157
467,AA,586075.2164,3207121.396,2158
468,AA,586081.8945,3207114.243,2160
469,AA,586037.1134,3207083.77,2158
470,AA,586045.5011,3207082.503,2159
471,AA,586043.0122,3207076.612,2160
472,AA,586048.7308,3207080.533,2160
473,AA,586048.8307,3207080.201,2161
474,AA,586048.475,3207075.655,2162
475,AA,586047.6454,3207069.333,2162
476,AA,586053.0762,3207059.623,2162
477,AA,586058.2908,3207078.831,2162
478,AA,586087.8404,3207074.731,2163
479,AA,586093.6202,3207070.453,2165
480,AA,586114.0612,3207072.822,2167
481,AA,586110.6478,3207060.275,2168
482,AA,586132.4082,3207055.562,2172
483,AA,586139.1258,3207056.167,2173
484,AA,586143.5104,3207056.089,2173
485,AA,586143.2807,3207060.741,2172
486,AA,586142.2066,3207061.065,2172
487,AA,586154.6644,3207062.71,2173
488,AA,586155.2509,3207049.417,2176
489,AA,586149.8445,3207042.84,2175
490,AA,586159.0999,3207042.798,2177
491,AA,586159.6663,3207357.709,2156
492,AA,586156.9184,3207347.383,2157
493,AA,586178.0589,3207347.32,2159
494,AA,586202.1919,3207350.935,2160
495,AA,586210.4771,3207350.333,2161
496,AA,586245.6035,3207342.95,2164
497,AA,586235.2595,3207319.271,2166
498,AA,586232.6285,3207319.362,2165
499,AA,586228.6694,3207314.679,2165
500,AA,586220.9321,3207320.161,2164
501,AA,586213.2339,3207320.436,2164
502,AA,586198.0699,3207328.965,2163
503,AA,586199.2543,3207313.905,2164
504,AA,586207.4587,3207311.085,2164
505,AA,586211.4369,3207313.22,2165
506,AA,586216.5456,3207307.497,2166
507,AA,586222.6894,3207306.656,2167
508,AA,586229.6282,3207303.717,2167
509,AA,586230.0627,3207297.736,2168
510,AA,586218.482,3207296.098,2166
511,AA,586224.1992,3207287.166,2168
512,AA,586231.9916,3207287.335,2169
513,AA,586237.1897,3207295.684,2169
514,AA,586236.1494,3207278.502,2170
515,AA,586244.9167,3207278.568,2172
516,AA,586245.2823,3207281.784,2172
517,AA,586245.5737,3207281.897,2171
518,AA,586257.4927,3207290.407,2172
519,AA,586256.0057,3207293.831,2171
520,AA,586267.8364,3207301.122,2171
521,AA,586268.1286,3207301.124,2171
522,AA,586281.5311,3207306.654,2172
523,AA,586287.3685,3207307.695,2174
524,AA,586292.3765,3207302.414,2174
525,AA,586278.5451,3207328.128,2168
526,AA,586284.7959,3207351.997,2167
527,AA,586292.0804,3207354.933,2167
528,AA,586292.0021,3207352.384,2166
529,AA,586292.6023,3207350.283,2168
530,AA,586278.5138,3207345.302,2167
531,AA,586279.9556,3207334.897,2167
532,AA,586292.1225,3207336.318,2169
533,AA,586314.2527,3207321.193,2173
534,AA,586313.2969,3207318.748,2174
535,AA,586314.1216,3207299.696,2177
536,AA,586304.2152,3207295.633,2176
537,AA,586299.8249,3207296.486,2175
538,AA,586295.0189,3207287.807,2175
539,AA,586294.0514,3207286.914,2177
540,AA,586300.3076,3207284.08,2177
541,AA,586300.2102,3207284.079,2178
542,AA,586301.7912,3207281.099,2177
543,AA,586306.0559,3207284.012,2179
544,AA,586308.4672,3207287.243,2178
545,AA,586312.3953,3207283.062,2179
546,AA,586317.2752,3207281.88,2180
547,AA,586314.2902,3207277.204,2180
548,AA,586313.8073,3207276.646,2180
549,AA,586313.3443,3207273.429,2180
550,AA,586322.7784,3207262.53,2183
551,AA,586320.6552,3207259.855,2183
552,AA,586322.5551,3207253.332,2185
553,AA,586329.0949,3207238.644,2186
554,AA,586332.0448,3207235.009,2187
555,AA,586336.7016,3207237.593,2187
556,AA,586336.5068,3207237.591,2186
557,AA,586342.6213,3207227.665,2189
558,AA,586353.2419,3207214.448,2191
559,AA,586348.6559,3207215.411,2190
560,AA,586347.9848,3207213.965,2191
561,AA,586354.678,3207204.819,2191
562,AA,586352.7129,3207194.056,2190
563,AA,586340.9081,3207196.294,2189
564,AA,586330.1482,3207189.122,2187
565,AA,586310.0114,3207185.204,2183
566,AA,586309.4111,3207187.305,2183
567,AA,586309.496,3207188.967,2184
568,AA,586312.8774,3207192.76,2185
569,AA,586323.2427,3207200.594,2187
570,AA,586319.3386,3207201.562,2186
571,AA,586319.1438,3207201.561,2186
572,AA,586333.4483,3207216.737,2188
573,AA,586333.8039,3207221.283,2189
574,AA,586337.9902,3207221.647,2189
575,AA,586327.481,3207220.017,2187
576,AA,586312.5917,3207230.875,2185
577,AA,586306.9466,3207230.168,2185
578,AA,586308.855,3207235.5,2184
579,AA,586308.6602,3207235.499,2184
580,AA,586301.9446,3207247.637,2183
581,AA,586306.1403,3207259.746,2182
582,AA,586299.0985,3207276.425,2179
583,AA,586280.4175,3207286.257,2177
584,AA,586273.8107,3207283.881,2177
585,AA,586267.3888,3207282.836,2175
586,AA,586272.1046,3207277.552,2176
587,AA,586265.1939,3207276.725,2175
588,AA,586265.1405,3207270.852,2176
589,AA,586261.7099,3207260.632,2177
590,AA,586270.4231,3207254.936,2178
591,AA,586288.7703,3207250.641,2181
592,AA,586296.7763,3207235.299,2184
593,AA,586294.8297,3207235.063,2184
594,AA,586300.407,3207218.816,2185
595,AA,586302.8615,3207216.286,2186
596,AA,586311.7653,3207211.145,2187
597,AA,586307.8004,3207207.237,2187
598,AA,586295.1602,3207190.965,2185
599,AA,586278.8334,3207185.635,2182
600,AA,586282.2833,3207206.271,2185
601,AA,586283.7213,3207209.384,2184
602,AA,586285.7748,3207221.366,2185
603,AA,586279.3523,3207233.396,2184
604,AA,586274.9799,3207218.848,2182
605,AA,586263.7487,3207209.567,2181
606,AA,586253.1951,3207200.845,2179
607,AA,586250.9142,3207219.221,2180
608,AA,586252.4222,3207225.992,2181
609,AA,586263.3361,3207225.63,2183
610,AA,586265.283,3207238.831,2181
611,AA,586263.3496,3207236.822,2182
612,AA,586258.2517,3207241.105,2181
613,AA,586255.8404,3207237.873,2180
614,AA,586245.7457,3207232.922,2179
615,AA,586255.7023,3207243.302,2180
616,AA,586237.3003,3207254.909,2177
617,AA,586264.8697,3207189.963,2180
618,AA,586270.0568,3207186.788,2181
619,AA,586281.5873,3207169.146,2184
620,AA,586286.4348,3207172.285,2183
621,AA,586316.006,3207178.268,2187
622,AA,586316.9794,3207178.386,2188
623,AA,586318.2541,3207177.288,2188
624,AA,586317.6021,3207173.294,2189
625,AA,586317.531,3207156.783,2192
626,AA,586327.4292,3207161.955,2192
627,AA,586321.7459,3207166.344,2191
628,AA,586332.1729,3207178.943,2191
629,AA,586333.7407,3207177.736,2191
630,AA,586336.2486,3207181.079,2191
631,AA,586338.6248,3207176,2193
632,AA,586333.808,3207168.762,2192
633,AA,586331.6956,3207164.646,2193
634,AA,586331.8561,3207156.226,2194
635,AA,586329.7304,3207153.883,2195
636,AA,586330.0866,3207145.354,2197
637,AA,586331.2822,3207141.817,2198
638,AA,586335.7284,3207146.504,2197
639,AA,586353.0001,3207142.756,2201
640,AA,586353.1775,3207145.084,2200
641,AA,586348.4941,3207146.046,2198
642,AA,586352.6431,3207151.396,2198
643,AA,586356.6764,3207159.182,2198
644,AA,586344.7634,3207162.86,2196
645,AA,586350.6503,3207183.292,2195
646,AA,586361.9414,3207184.596,2195
647,AA,586372.6497,3207133.706,2209
648,AA,586370.2865,3207111.084,2215
649,AA,586362.9343,3207104.159,2217
650,AA,586347.5554,3207076.343,2211
651,AA,586348.7275,3207114.912,2209
652,AA,586349.6201,3207112.813,2210
653,AA,586334.7096,3207113.477,2202
654,AA,586332.7521,3207114.681,2202
655,AA,586331.6905,3207113.343,2202
656,AA,586320.391,3207113.148,2199
657,AA,586326.7632,3207120.841,2201
658,AA,586335.8414,3207131.436,2202
659,AA,586289.9836,3207140.732,2189
660,AA,586274.5869,3207141.281,2186
661,AA,586257.618,3207169.631,2184
662,AA,586256.5265,3207172.282,2184
663,AA,586258.7306,3207177.174,2184
664,AA,586271.3359,3207159.097,2185
665,AA,586252.9365,3207144.333,2176
666,AA,586253.2851,3207136.8,2178
667,AA,586263.5952,3207126.019,2181
668,AA,586262.8374,3207123.132,2181
669,AA,586246.9752,3207120.797,2179
670,AA,586248.9517,3207117.045,2180
671,AA,586254.5878,3207118.971,2181
672,AA,586281.7467,3207108.869,2185
673,AA,586286.0786,3207102.808,2186
674,AA,586297.4822,3207102.117,2188
675,AA,586301.7502,3207104.587,2190
676,AA,586307.7192,3207101.086,2192
677,AA,586307.2354,3207100.639,2192
678,AA,586301.9531,3207090.516,2189
679,AA,586319.5631,3207093.64,2196
680,AA,586377.6985,3207058.065,2217
681,AA,586370.632,3207052.028,2215
682,AA,586372.6026,3207036.087,2215
683,AA,586371.8664,3207030.32,2214
684,AA,586371.7807,3207028.768,2214
685,AA,586380.1027,3207023.29,2217
686,AA,586380.504,3207021.742,2218
687,AA,586351.6162,3207028.506,2208
688,AA,586345.8532,3207056.496,2206
689,AA,586343.1602,3207038.858,2206
690,AA,586307.2414,3207021.857,2199
691,AA,586294.1133,3207018.656,2194
692,AA,586291.2066,3207016.529,2192
693,AA,586271.69,3207020.815,2189
694,AA,586261.5581,3207033.814,2188
695,AA,586253.6975,3207042.73,2189
696,AA,586249.7676,3207047.133,2189
697,AA,586253.6477,3207049.378,2189
698,AA,586287.2354,3207039.436,2193
699,AA,586295.4896,3207056.008,2191
